jd_id,cr_id,cr_category,jd_name,primary_skills_sim,secondary_skills_sim,adjectives_sim,total_similarity,suitability,total_similarity_v2,adj_weight_log,total_similarity_v3,suitability_label
JOB_0,CANDIDATE_84,Advocate,MLops Engineer,0.05555555555555555,0.0,0.0,0.05555555555555555,0,0.05555555555555555,2.8903717578961645,0.05555555555555555,Not Suitable
JOB_0,CANDIDATE_88,Advocate,MLops Engineer,0.05263157894736842,0.0,0.0,0.05263157894736842,0,0.05263157894736842,3.258096538021482,0.05263157894736842,Not Suitable
JOB_0,CANDIDATE_90,Advocate,MLops Engineer,0.05555555555555555,0.0,0.0,0.05555555555555555,0,0.05555555555555555,1.3862943611198906,0.05555555555555555,Not Suitable
JOB_0,CANDIDATE_140,Web Designing,MLops Engineer,0.10714285714285714,0.0,0.0,0.10714285714285714,1,0.10714285714285714,2.772588722239781,0.10714285714285714,Not Suitable
JOB_0,CANDIDATE_141,Web Designing,MLops Engineer,0.14285714285714285,0.0,0.0,0.14285714285714285,1,0.14285714285714285,2.833213344056216,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_144,Web Designing,MLops Engineer,0.17391304347826086,0.0,0.027777777777777776,0.2654640675339367,1,0.18293180249701987,3.295836866004329,0.2654640675339367,Moderately Suitable
JOB_0,CANDIDATE_185,Mechanical Engineer,MLops Engineer,0.08695652173913043,0.0,0.015384615384615385,0.14888500928890197,1,0.09774573252834122,4.02535169073515,0.14888500928890197,Moderately Suitable
JOB_0,CANDIDATE_186,Mechanical Engineer,MLops Engineer,0.05263157894736842,0.0,0.0,0.05263157894736842,0,0.05263157894736842,2.70805020110221,0.05263157894736842,Not Suitable
JOB_0,CANDIDATE_187,Mechanical Engineer,MLops Engineer,0.05555555555555555,0.0,0.0,0.05555555555555555,0,0.05555555555555555,0.6931471805599453,0.05555555555555555,Not Suitable
JOB_0,CANDIDATE_189,Mechanical Engineer,MLops Engineer,0.05555555555555555,0.0,0.034482758620689655,0.15885666843672763,1,0.0636164601681843,2.995732273553991,0.15885666843672763,Moderately Suitable
JOB_0,CANDIDATE_295,Civil Engineer,MLops Engineer,0.041666666666666664,0.0,0.0,0.041666666666666664,0,0.041666666666666664,3.8501476017100584,0.041666666666666664,Not Suitable
JOB_0,CANDIDATE_297,Civil Engineer,MLops Engineer,0.1111111111111111,0.0,0.0,0.1111111111111111,1,0.1111111111111111,3.2188758248682006,0.1111111111111111,Not Suitable
JOB_0,CANDIDATE_298,Civil Engineer,MLops Engineer,0.05555555555555555,0.0,0.03333333333333333,0.15703963681300298,1,0.06378066378066377,3.044522437723423,0.15703963681300298,Moderately Suitable
JOB_0,CANDIDATE_299,Civil Engineer,MLops Engineer,0.05263157894736842,0.0,0.0,0.05263157894736842,0,0.05263157894736842,2.772588722239781,0.05263157894736842,Not Suitable
JOB_0,CANDIDATE_319,Java Developer,MLops Engineer,0.1111111111111111,0.0,0.0,0.1111111111111111,1,0.1111111111111111,0.6931471805599453,0.1111111111111111,Not Suitable
JOB_0,CANDIDATE_320,Java Developer,MLops Engineer,0.16666666666666666,0.3333333333333333,0.0,0.5,1,0.5,2.3978952727983707,0.5,Most Suitable
JOB_0,CANDIDATE_321,Java Developer,MLops Engineer,0.17391304347826086,0.0,0.03333333333333333,0.2753971247357083,1,0.18213815170336908,3.044522437723423,0.2753971247357083,Moderately Suitable
JOB_0,CANDIDATE_322,Java Developer,MLops Engineer,0.08,0.0,0.0,0.08,0,0.08,1.3862943611198906,0.08,Not Suitable
JOB_0,CANDIDATE_323,Java Developer,MLops Engineer,0.13043478260869565,0.0,0.0,0.13043478260869565,1,0.13043478260869565,2.0794415416798357,0.13043478260869565,Not Suitable
JOB_0,CANDIDATE_325,Java Developer,MLops Engineer,0.08,0.3333333333333333,0.0,0.41333333333333333,1,0.41333333333333333,1.6094379124341003,0.41333333333333333,Most Suitable
JOB_0,CANDIDATE_327,Java Developer,MLops Engineer,0.15384615384615385,0.0,0.05555555555555555,0.2759141859203883,1,0.1588966588966589,2.1972245773362196,0.2759141859203883,Moderately Suitable
JOB_0,CANDIDATE_328,Java Developer,MLops Engineer,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0.09090909090909091,1.0986122886681098,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_329,Java Developer,MLops Engineer,0.125,0.0,0.0,0.125,1,0.125,1.9459101490553132,0.125,Not Suitable
JOB_0,CANDIDATE_330,Java Developer,MLops Engineer,0.10714285714285714,0.0,0.0,0.10714285714285714,1,0.10714285714285714,2.5649493574615367,0.10714285714285714,Not Suitable
JOB_0,CANDIDATE_331,Java Developer,MLops Engineer,0.1111111111111111,0.0,0.0,0.1111111111111111,1,0.1111111111111111,1.791759469228055,0.1111111111111111,Not Suitable
JOB_0,CANDIDATE_332,Java Developer,MLops Engineer,0.18181818181818182,0.2,0.0,0.38181818181818183,1,0.38181818181818183,1.3862943611198906,0.38181818181818183,Most Suitable
JOB_0,CANDIDATE_403,Business Analyst,MLops Engineer,0.05,0.0,0.0,0.05,0,0.05,2.70805020110221,0.05,Not Suitable
JOB_0,CANDIDATE_404,Business Analyst,MLops Engineer,0.043478260869565216,0.0,0.0,0.043478260869565216,0,0.043478260869565216,2.0794415416798357,0.043478260869565216,Not Suitable
JOB_0,CANDIDATE_405,Business Analyst,MLops Engineer,0.16,0.125,0.0,0.28500000000000003,1,0.28500000000000003,3.258096538021482,0.28500000000000003,Moderately Suitable
JOB_0,CANDIDATE_406,Business Analyst,MLops Engineer,0.10714285714285714,0.0,0.0,0.10714285714285714,1,0.10714285714285714,4.1588830833596715,0.10714285714285714,Not Suitable
JOB_0,CANDIDATE_407,Business Analyst,MLops Engineer,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0.09090909090909091,2.6390573296152584,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_431,SAP Developer,MLops Engineer,0.15384615384615385,0.0,0.06896551724137931,0.36381321851673476,1,0.17086361913948123,3.044522437723423,0.36381321851673476,Moderately Suitable
JOB_0,CANDIDATE_432,SAP Developer,MLops Engineer,0.08333333333333333,0.0,0.02564102564102564,0.17054352260672193,1,0.09265734265734266,3.4011973816621555,0.17054352260672193,Moderately Suitable
JOB_0,CANDIDATE_433,SAP Developer,MLops Engineer,0.08333333333333333,0.0,0.0,0.08333333333333333,0,0.08333333333333333,2.3978952727983707,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_455,Automation Testing,MLops Engineer,0.09523809523809523,0.0,0.0,0.09523809523809523,0,0.09523809523809523,3.258096538021482,0.09523809523809523,Not Suitable
JOB_0,CANDIDATE_456,Automation Testing,MLops Engineer,0.14285714285714285,0.0,0.02564102564102564,0.23006733213053143,1,0.15218115218115216,3.4011973816621555,0.23006733213053143,Moderately Suitable
JOB_0,CANDIDATE_457,Automation Testing,MLops Engineer,0.2,0.0,0.03225806451612903,0.29971104688252637,1,0.20837871805613742,3.091042453358316,0.29971104688252637,Moderately Suitable
JOB_0,CANDIDATE_458,Automation Testing,MLops Engineer,0.17647058823529413,0.07692307692307693,0.0,0.25339366515837103,1,0.25339366515837103,3.58351893845611,0.25339366515837103,Moderately Suitable
JOB_0,CANDIDATE_459,Automation Testing,MLops Engineer,0.047619047619047616,0.0,0.0,0.047619047619047616,0,0.047619047619047616,3.091042453358316,0.047619047619047616,Not Suitable
JOB_0,CANDIDATE_460,Automation Testing,MLops Engineer,0.07692307692307693,0.0,0.0,0.07692307692307693,0,0.07692307692307693,2.772588722239781,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_461,Automation Testing,MLops Engineer,0.041666666666666664,0.0,0.0,0.041666666666666664,0,0.041666666666666664,1.0986122886681098,0.041666666666666664,Not Suitable
JOB_0,CANDIDATE_483,Electrical Engineering,MLops Engineer,0.045454545454545456,0.0,0.03225806451612903,0.14516559233707177,1,0.05383326351068286,3.091042453358316,0.14516559233707177,Moderately Suitable
JOB_0,CANDIDATE_485,Electrical Engineering,MLops Engineer,0.047619047619047616,0.0,0.06896551724137931,0.2575861122896285,1,0.06463651291237499,3.044522437723423,0.2575861122896285,Moderately Suitable
JOB_0,CANDIDATE_511,Operations Manager,MLops Engineer,0.0967741935483871,0.0,0.012195121951219513,0.14909686965995284,1,0.10801904625665444,4.290459441148391,0.14909686965995284,Moderately Suitable
JOB_0,CANDIDATE_512,Operations Manager,MLops Engineer,0.15,0.0,0.0,0.15,1,0.15,3.9889840465642745,0.15,Moderately Suitable
JOB_0,CANDIDATE_513,Operations Manager,MLops Engineer,0.08333333333333333,0.0,0.011363636363636364,0.13298614983864038,1,0.0946969696969697,4.3694478524670215,0.13298614983864038,Not Suitable
JOB_0,CANDIDATE_514,Operations Manager,MLops Engineer,0.12,0.0,0.028169014084507043,0.2367080204617333,1,0.14231571245655752,4.143134726391533,0.2367080204617333,Moderately Suitable
JOB_0,CANDIDATE_551,Python Developer,MLops Engineer,0.15625,0.2,0.0,0.35625,1,0.35625,2.8903717578961645,0.35625,Moderately Suitable
JOB_0,CANDIDATE_553,Python Developer,MLops Engineer,0.13636363636363635,0.0,0.0,0.13636363636363635,1,0.13636363636363635,1.3862943611198906,0.13636363636363635,Moderately Suitable
JOB_0,CANDIDATE_554,Python Developer,MLops Engineer,0.03333333333333333,0.08333333333333333,0.0,0.11666666666666667,1,0.11666666666666667,2.1972245773362196,0.11666666666666667,Not Suitable
JOB_0,CANDIDATE_555,Python Developer,MLops Engineer,0.12,0.2,0.0,0.32,1,0.32,2.4849066497880004,0.32,Moderately Suitable
JOB_0,CANDIDATE_556,Python Developer,MLops Engineer,0.15384615384615385,0.0,0.0,0.15384615384615385,1,0.15384615384615385,1.9459101490553132,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_599,DevOps Engineer,MLops Engineer,0.08108108108108109,0.125,0.0,0.20608108108108109,1,0.20608108108108109,3.044522437723423,0.20608108108108109,Moderately Suitable
JOB_0,CANDIDATE_600,DevOps Engineer,MLops Engineer,0.1724137931034483,0.0,0.0,0.1724137931034483,1,0.1724137931034483,1.3862943611198906,0.1724137931034483,Moderately Suitable
JOB_0,CANDIDATE_601,DevOps Engineer,MLops Engineer,0.21428571428571427,0.25,0.03333333333333333,0.5657697955431618,1,0.47251082251082255,3.044522437723423,0.5657697955431618,Most Suitable
JOB_0,CANDIDATE_602,DevOps Engineer,MLops Engineer,0.18181818181818182,0.0,0.0,0.18181818181818182,1,0.18181818181818182,3.7376696182833684,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_603,DevOps Engineer,MLops Engineer,0.10344827586206896,0.0,0.047619047619047616,0.2713702056056957,1,0.12323800993751732,3.5263605246161616,0.2713702056056957,Moderately Suitable
JOB_0,CANDIDATE_604,DevOps Engineer,MLops Engineer,0.20689655172413793,0.14285714285714285,0.03225806451612903,0.4494647414638071,1,0.35813241263741824,3.091042453358316,0.4494647414638071,Most Suitable
JOB_0,CANDIDATE_605,DevOps Engineer,MLops Engineer,0.14285714285714285,0.0,0.0,0.14285714285714285,1,0.14285714285714285,2.995732273553991,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_654,Network Security Engineer,MLops Engineer,0.043478260869565216,0.0,0.0,0.043478260869565216,0,0.043478260869565216,2.3978952727983707,0.043478260869565216,Not Suitable
JOB_0,CANDIDATE_655,Network Security Engineer,MLops Engineer,0.047619047619047616,0.0,0.037037037037037035,0.1546698534670537,1,0.05531505531505531,2.8903717578961645,0.1546698534670537,Moderately Suitable
JOB_0,CANDIDATE_656,Network Security Engineer,MLops Engineer,0.043478260869565216,0.0,0.0,0.043478260869565216,0,0.043478260869565216,3.1354942159291497,0.043478260869565216,Not Suitable
JOB_0,CANDIDATE_657,Network Security Engineer,MLops Engineer,0.13636363636363635,0.0,0.0,0.13636363636363635,1,0.13636363636363635,3.332204510175204,0.13636363636363635,Moderately Suitable
JOB_0,CANDIDATE_658,Network Security Engineer,MLops Engineer,0.04,0.09090909090909091,0.0,0.13090909090909092,1,0.13090909090909092,2.9444389791664403,0.13090909090909092,Not Suitable
JOB_0,CANDIDATE_709,Database,MLops Engineer,0.07407407407407407,0.2,0.02040816326530612,0.3493573282396646,1,0.28414563516604335,3.6888794541139363,0.3493573282396646,Moderately Suitable
JOB_0,CANDIDATE_710,Database,MLops Engineer,0.03571428571428571,0.125,0.0,0.1607142857142857,1,0.1607142857142857,3.258096538021482,0.1607142857142857,Moderately Suitable
JOB_0,CANDIDATE_711,Database,MLops Engineer,0.0967741935483871,0.0,0.03225806451612903,0.19648524043091342,1,0.1051529116045245,3.091042453358316,0.19648524043091342,Moderately Suitable
JOB_0,CANDIDATE_712,Database,MLops Engineer,0.1,0.25,0.0,0.35,1,0.35,3.258096538021482,0.35,Moderately Suitable
JOB_0,CANDIDATE_713,Database,MLops Engineer,0.125,0.16666666666666666,0.0,0.29166666666666663,1,0.29166666666666663,2.302585092994046,0.29166666666666663,Moderately Suitable
JOB_0,CANDIDATE_714,Database,MLops Engineer,0.14814814814814814,0.14285714285714285,0.0,0.291005291005291,1,0.291005291005291,3.1780538303479458,0.291005291005291,Moderately Suitable
JOB_0,CANDIDATE_715,Database,MLops Engineer,0.08695652173913043,0.2,0.0,0.28695652173913044,1,0.28695652173913044,3.295836866004329,0.28695652173913044,Moderately Suitable
JOB_0,CANDIDATE_716,Database,MLops Engineer,0.12,0.0,0.0,0.12,1,0.12,2.5649493574615367,0.12,Not Suitable
JOB_0,CANDIDATE_717,Database,MLops Engineer,0.16666666666666666,0.0,0.03225806451612903,0.266377713549193,1,0.17504538472280406,3.091042453358316,0.266377713549193,Moderately Suitable
JOB_0,CANDIDATE_718,Database,MLops Engineer,0.12,0.25,0.05263157894736842,0.5490103885085345,1,0.38913875598086123,3.4011973816621555,0.5490103885085345,Most Suitable
JOB_0,CANDIDATE_719,Database,MLops Engineer,0.1111111111111111,0.25,0.0,0.3611111111111111,1,0.3611111111111111,2.8903717578961645,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_742,Hadoop,MLops Engineer,0.1,0.1,0.0,0.2,1,0.2,2.9444389791664403,0.2,Moderately Suitable
JOB_0,CANDIDATE_743,Hadoop,MLops Engineer,0.08,0.25,0.0,0.33,1,0.33,2.772588722239781,0.33,Moderately Suitable
JOB_0,CANDIDATE_744,Hadoop,MLops Engineer,0.038461538461538464,0.16666666666666666,0.0,0.20512820512820512,1,0.20512820512820512,3.044522437723423,0.20512820512820512,Moderately Suitable
JOB_0,CANDIDATE_745,Hadoop,MLops Engineer,0.15625,0.0,0.0,0.15625,1,0.15625,2.9444389791664403,0.15625,Moderately Suitable
JOB_0,CANDIDATE_746,Hadoop,MLops Engineer,0.07142857142857142,0.0,0.02564102564102564,0.15863876070196004,1,0.08075258075258075,3.4011973816621555,0.15863876070196004,Moderately Suitable
JOB_0,CANDIDATE_747,Hadoop,MLops Engineer,0.14285714285714285,0.0,0.0,0.14285714285714285,1,0.14285714285714285,2.6390573296152584,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_748,Hadoop,MLops Engineer,0.1,0.16666666666666666,0.02564102564102564,0.35387685594005525,1,0.275990675990676,3.4011973816621555,0.35387685594005525,Moderately Suitable
JOB_0,CANDIDATE_784,ETL Developer,MLops Engineer,0.041666666666666664,0.0,0.045454545454545456,0.15825527382400925,1,0.04816017316017316,2.5649493574615367,0.15825527382400925,Moderately Suitable
JOB_0,CANDIDATE_785,ETL Developer,MLops Engineer,0.034482758620689655,0.0,0.0,0.034482758620689655,0,0.034482758620689655,3.258096538021482,0.034482758620689655,Not Suitable
JOB_0,CANDIDATE_786,ETL Developer,MLops Engineer,0.041666666666666664,0.0,0.0,0.041666666666666664,0,0.041666666666666664,2.4849066497880004,0.041666666666666664,Not Suitable
JOB_0,CANDIDATE_787,ETL Developer,MLops Engineer,0.06896551724137931,0.0,0.023809523809523808,0.1522156972762955,1,0.07855116968417461,3.4965075614664802,0.1522156972762955,Moderately Suitable
JOB_0,CANDIDATE_788,ETL Developer,MLops Engineer,0.045454545454545456,0.0,0.0,0.045454545454545456,0,0.045454545454545456,1.9459101490553132,0.045454545454545456,Not Suitable
JOB_0,CANDIDATE_824,DotNet Developer,MLops Engineer,0.08333333333333333,0.0,0.0,0.08333333333333333,0,0.08333333333333333,1.3862943611198906,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_825,DotNet Developer,MLops Engineer,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0.09090909090909091,1.791759469228055,0.09090909090909091,Not Suitable
JOB_1,CANDIDATE_0,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.0975609756097561,0.1111111111111111,0.01639344262295082,0.2687304743623368,1,0.21654945525397346,3.6635616461296463,0.2687304743623368,Moderately Suitable
JOB_1,CANDIDATE_1,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.125,0.0,0.0,0.125,1,0.125,1.0986122886681098,0.125,Not Suitable
JOB_1,CANDIDATE_2,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.13636363636363635,0.047619047619047616,0.09090909090909091,0.4171598982973691,1,0.19696969696969696,2.5649493574615367,0.4171598982973691,Most Suitable
JOB_1,CANDIDATE_3,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.09375,0.0,0.1111111111111111,0.4949631014049138,1,0.1442550505050505,3.6109179126442243,0.4949631014049138,Most Suitable
JOB_1,CANDIDATE_4,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.06666666666666667,0.0,0.0,0.06666666666666667,0,0.06666666666666667,0.6931471805599453,0.06666666666666667,Not Suitable
JOB_1,CANDIDATE_5,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.058823529411764705,0.0,0.0,0.058823529411764705,0,0.058823529411764705,1.3862943611198906,0.058823529411764705,Not Suitable
JOB_1,CANDIDATE_6,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.05555555555555555,0.0,0.058823529411764705,0.20643492952388123,1,0.06395891690009337,2.5649493574615367,0.20643492952388123,Moderately Suitable
JOB_1,CANDIDATE_7,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.1282051282051282,0.05263157894736842,0.08620689655172414,0.49884355664507735,1,0.22338037038581504,3.6888794541139363,0.49884355664507735,Most Suitable
JOB_1,CANDIDATE_8,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.04,0.0,0.09090909090909091,0.27317721431468517,1,0.052987012987012985,2.5649493574615367,0.27317721431468517,Moderately Suitable
JOB_1,CANDIDATE_9,Data Science,"Senior DevOps Engineer (Cloud, AWS)",0.09523809523809523,0.0,0.02040816326530612,0.16250007209532644,1,0.10186412227228553,3.295836866004329,0.16250007209532644,Moderately Suitable
JOB_1,CANDIDATE_41,HR,"Senior DevOps Engineer (Cloud, AWS)",0.06666666666666667,0.0,0.047619047619047616,0.2116439256058773,1,0.07841682127396413,3.044522437723423,0.2116439256058773,Moderately Suitable
JOB_1,CANDIDATE_49,HR,"Senior DevOps Engineer (Cloud, AWS)",0.08333333333333333,0.0,0.03571428571428571,0.147324742948621,1,0.08518862090290662,1.791759469228055,0.147324742948621,Moderately Suitable
JOB_1,CANDIDATE_50,HR,"Senior DevOps Engineer (Cloud, AWS)",0.0625,0.0,0.06060606060606061,0.21310040301745456,1,0.07037091696182605,2.4849066497880004,0.21310040301745456,Moderately Suitable
JOB_1,CANDIDATE_88,Advocate,"Senior DevOps Engineer (Cloud, AWS)",0.16666666666666666,0.0,0.020833333333333332,0.23454367787544753,1,0.17316017316017315,3.258096538021482,0.23454367787544753,Moderately Suitable
JOB_1,CANDIDATE_140,Web Designing,"Senior DevOps Engineer (Cloud, AWS)",0.08695652173913043,0.0,0.02631578947368421,0.15991938285070362,1,0.09174121073434574,2.772588722239781,0.15991938285070362,Moderately Suitable
JOB_1,CANDIDATE_141,Web Designing,"Senior DevOps Engineer (Cloud, AWS)",0.08333333333333333,0.0,0.05263157894736842,0.23244982512576573,1,0.09358623832308043,2.833213344056216,0.23244982512576573,Moderately Suitable
JOB_1,CANDIDATE_144,Web Designing,"Senior DevOps Engineer (Cloud, AWS)",0.10526315789473684,0.05,0.1111111111111111,0.5214672541174401,1,0.1913381939697729,3.295836866004329,0.5214672541174401,Most Suitable
JOB_1,CANDIDATE_185,Mechanical Engineer,"Senior DevOps Engineer (Cloud, AWS)",0.11764705882352941,0.0,0.09722222222222222,0.50900069542278,1,0.18582887700534761,4.02535169073515,0.50900069542278,Most Suitable
JOB_1,CANDIDATE_186,Mechanical Engineer,"Senior DevOps Engineer (Cloud, AWS)",0.07692307692307693,0.0,0.02702702702702703,0.15011362289881233,1,0.0814860814860815,2.70805020110221,0.15011362289881233,Moderately Suitable
JOB_1,CANDIDATE_188,Mechanical Engineer,"Senior DevOps Engineer (Cloud, AWS)",0.08333333333333333,0.0,0.025,0.15559262728073744,1,0.08852813852813853,2.8903717578961645,0.15559262728073744,Moderately Suitable
JOB_1,CANDIDATE_297,Civil Engineer,"Senior DevOps Engineer (Cloud, AWS)",0.16666666666666666,0.0,0.06666666666666667,0.3812583883245467,1,0.18658008658008657,3.2188758248682006,0.3812583883245467,Most Suitable
JOB_1,CANDIDATE_298,Civil Engineer,"Senior DevOps Engineer (Cloud, AWS)",0.08333333333333333,0.0,0.07317073170731707,0.30610326780090086,1,0.10138844894942456,3.044522437723423,0.30610326780090086,Moderately Suitable
JOB_1,CANDIDATE_299,Civil Engineer,"Senior DevOps Engineer (Cloud, AWS)",0.07692307692307693,0.0,0.08333333333333333,0.3079721371097254,1,0.09207459207459208,2.772588722239781,0.3079721371097254,Moderately Suitable
JOB_1,CANDIDATE_320,Java Developer,"Senior DevOps Engineer (Cloud, AWS)",0.1,0.06666666666666667,0.030303030303030304,0.23933015978176883,1,0.1702085792994884,2.3978952727983707,0.23933015978176883,Moderately Suitable
JOB_1,CANDIDATE_321,Java Developer,"Senior DevOps Engineer (Cloud, AWS)",0.16666666666666666,0.0,0.1,0.471118910439009,1,0.19134199134199134,3.044522437723423,0.471118910439009,Most Suitable
JOB_1,CANDIDATE_322,Java Developer,"Senior DevOps Engineer (Cloud, AWS)",0.10526315789473684,0.05263157894736842,0.08,0.2687982857316965,1,0.15997265892002732,1.3862943611198906,0.2687982857316965,Moderately Suitable
JOB_1,CANDIDATE_327,Java Developer,"Senior DevOps Engineer (Cloud, AWS)",0.09090909090909091,0.0,0.0,0.09090909090909091,0,0.09090909090909091,2.1972245773362196,0.09090909090909091,Not Suitable
JOB_1,CANDIDATE_329,Java Developer,"Senior DevOps Engineer (Cloud, AWS)",0.05,0.0,0.07142857142857142,0.18899358207537953,1,0.05463821892393321,1.9459101490553132,0.18899358207537953,Moderately Suitable
JOB_1,CANDIDATE_332,Java Developer,"Senior DevOps Engineer (Cloud, AWS)",0.1111111111111111,0.058823529411764705,0.0,0.16993464052287582,1,0.16993464052287582,1.3862943611198906,0.16993464052287582,Moderately Suitable
JOB_1,CANDIDATE_404,Business Analyst,"Senior DevOps Engineer (Cloud, AWS)",0.125,0.0,0.03333333333333333,0.19431471805599454,1,0.1275974025974026,2.0794415416798357,0.19431471805599454,Moderately Suitable
JOB_1,CANDIDATE_405,Business Analyst,"Senior DevOps Engineer (Cloud, AWS)",0.15,0.05,0.06521739130434782,0.41248455682748797,1,0.22032749858836817,3.258096538021482,0.41248455682748797,Most Suitable
JOB_1,CANDIDATE_406,Business Analyst,"Senior DevOps Engineer (Cloud, AWS)",0.08695652173913043,0.05263157894736842,0.0875,0.5034903704804701,1,0.2100426461410443,4.1588830833596715,0.5034903704804701,Most Suitable
JOB_1,CANDIDATE_431,SAP Developer,"Senior DevOps Engineer (Cloud, AWS)",0.09090909090909091,0.0,0.0,0.09090909090909091,0,0.09090909090909091,3.044522437723423,0.09090909090909091,Not Suitable
JOB_1,CANDIDATE_433,SAP Developer,"Senior DevOps Engineer (Cloud, AWS)",0.05263157894736842,0.0,0.030303030303030304,0.12529507206247056,1,0.056173491580190145,2.3978952727983707,0.12529507206247056,Not Suitable
JOB_1,CANDIDATE_455,Automation Testing,"Senior DevOps Engineer (Cloud, AWS)",0.13333333333333333,0.0,0.06521739130434782,0.3458178901608213,1,0.1536608319217015,3.258096538021482,0.3458178901608213,Moderately Suitable
JOB_1,CANDIDATE_456,Automation Testing,"Senior DevOps Engineer (Cloud, AWS)",0.125,0.0,0.1276595744680851,0.5591954104249559,1,0.17142166344294002,3.4011973816621555,0.5591954104249559,Most Suitable
JOB_1,CANDIDATE_457,Automation Testing,"Senior DevOps Engineer (Cloud, AWS)",0.09090909090909091,0.047619047619047616,0.07142857142857142,0.35931688519658966,1,0.15708101422387136,3.091042453358316,0.35931688519658966,Moderately Suitable
JOB_1,CANDIDATE_458,Automation Testing,"Senior DevOps Engineer (Cloud, AWS)",0.13333333333333333,0.08333333333333333,0.09259259259259259,0.5484739757829731,1,0.25755170755170753,3.58351893845611,0.5484739757829731,Most Suitable
JOB_1,CANDIDATE_459,Automation Testing,"Senior DevOps Engineer (Cloud, AWS)",0.14285714285714285,0.05555555555555555,0.15384615384615385,0.6739576912370547,2,0.23837273837273837,3.091042453358316,0.6739576912370547,Most Suitable
