jd_id,cr_id,cr_category,primary_skills_sim,secondary_skills_sim,adjectives_sim,adj_weight,total_similarity,suitability
JOB_0,CANDIDATE_151,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_152,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_154,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_155,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_156,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_157,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_159,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_160,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_161,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_162,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_164,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_165,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_166,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_167,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_169,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_170,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_171,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_172,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_174,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_175,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_176,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_177,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_179,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_180,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_181,Web Designing,0.14285714285714285,0.0,0.0,16,0.14285714285714285,Moderately Suitable
JOB_0,CANDIDATE_182,Web Designing,0.13333333333333333,0.2,0.0,15,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_184,Web Designing,0.15384615384615385,0.0,0.0,27,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_319,Java Developer,0.18181818181818182,0.0,0.0,1,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_320,Java Developer,0.07692307692307693,0.3333333333333333,0.0,12,0.41025641025641024,Moderately Suitable
JOB_0,CANDIDATE_321,Java Developer,0.08333333333333333,0.0,0.0,21,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_322,Java Developer,0.07142857142857142,0.0,0.0,4,0.07142857142857142,Not Suitable
JOB_0,CANDIDATE_323,Java Developer,0.08333333333333333,0.0,0.0,8,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_324,Java Developer,0.18181818181818182,0.0,0.0,2,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_325,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_326,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_327,Java Developer,0.07692307692307693,0.0,0.0,9,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_328,Java Developer,0.1,0.0,0.0,3,0.1,Not Suitable
JOB_0,CANDIDATE_329,Java Developer,0.16666666666666666,0.0,0.0,7,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_330,Java Developer,0.15384615384615385,0.0,0.0,16,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_331,Java Developer,0.18181818181818182,0.0,0.0,5,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_332,Java Developer,0.09090909090909091,0.25,0.0,6,0.34090909090909094,Moderately Suitable
JOB_0,CANDIDATE_333,Java Developer,0.18181818181818182,0.0,0.0,1,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_334,Java Developer,0.07692307692307693,0.3333333333333333,0.0,12,0.41025641025641024,Moderately Suitable
JOB_0,CANDIDATE_335,Java Developer,0.08333333333333333,0.0,0.0,21,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_336,Java Developer,0.07142857142857142,0.0,0.0,4,0.07142857142857142,Not Suitable
JOB_0,CANDIDATE_337,Java Developer,0.08333333333333333,0.0,0.0,8,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_338,Java Developer,0.18181818181818182,0.0,0.0,2,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_339,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_340,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_341,Java Developer,0.07692307692307693,0.0,0.0,9,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_342,Java Developer,0.1,0.0,0.0,3,0.1,Not Suitable
JOB_0,CANDIDATE_343,Java Developer,0.16666666666666666,0.0,0.0,7,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_344,Java Developer,0.15384615384615385,0.0,0.0,16,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_345,Java Developer,0.18181818181818182,0.0,0.0,5,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_346,Java Developer,0.09090909090909091,0.25,0.0,6,0.34090909090909094,Moderately Suitable
JOB_0,CANDIDATE_347,Java Developer,0.18181818181818182,0.0,0.0,1,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_348,Java Developer,0.07692307692307693,0.3333333333333333,0.0,12,0.41025641025641024,Moderately Suitable
JOB_0,CANDIDATE_349,Java Developer,0.08333333333333333,0.0,0.0,21,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_350,Java Developer,0.07142857142857142,0.0,0.0,4,0.07142857142857142,Not Suitable
JOB_0,CANDIDATE_351,Java Developer,0.08333333333333333,0.0,0.0,8,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_352,Java Developer,0.18181818181818182,0.0,0.0,2,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_353,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_354,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_355,Java Developer,0.07692307692307693,0.0,0.0,9,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_356,Java Developer,0.1,0.0,0.0,3,0.1,Not Suitable
JOB_0,CANDIDATE_357,Java Developer,0.16666666666666666,0.0,0.0,7,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_358,Java Developer,0.15384615384615385,0.0,0.0,16,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_359,Java Developer,0.18181818181818182,0.0,0.0,5,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_360,Java Developer,0.09090909090909091,0.25,0.0,6,0.34090909090909094,Moderately Suitable
JOB_0,CANDIDATE_361,Java Developer,0.18181818181818182,0.0,0.0,1,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_362,Java Developer,0.07692307692307693,0.3333333333333333,0.0,12,0.41025641025641024,Moderately Suitable
JOB_0,CANDIDATE_363,Java Developer,0.08333333333333333,0.0,0.0,21,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_364,Java Developer,0.07142857142857142,0.0,0.0,4,0.07142857142857142,Not Suitable
JOB_0,CANDIDATE_365,Java Developer,0.08333333333333333,0.0,0.0,8,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_366,Java Developer,0.18181818181818182,0.0,0.0,2,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_367,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_368,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_369,Java Developer,0.07692307692307693,0.0,0.0,9,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_370,Java Developer,0.1,0.0,0.0,3,0.1,Not Suitable
JOB_0,CANDIDATE_371,Java Developer,0.16666666666666666,0.0,0.0,7,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_372,Java Developer,0.15384615384615385,0.0,0.0,16,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_373,Java Developer,0.18181818181818182,0.0,0.0,5,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_374,Java Developer,0.09090909090909091,0.25,0.0,6,0.34090909090909094,Moderately Suitable
JOB_0,CANDIDATE_375,Java Developer,0.18181818181818182,0.0,0.0,1,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_376,Java Developer,0.07692307692307693,0.3333333333333333,0.0,12,0.41025641025641024,Moderately Suitable
JOB_0,CANDIDATE_377,Java Developer,0.08333333333333333,0.0,0.0,21,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_378,Java Developer,0.07142857142857142,0.0,0.0,4,0.07142857142857142,Not Suitable
JOB_0,CANDIDATE_379,Java Developer,0.08333333333333333,0.0,0.0,8,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_380,Java Developer,0.18181818181818182,0.0,0.0,2,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_381,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_382,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_383,Java Developer,0.07692307692307693,0.0,0.0,9,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_384,Java Developer,0.1,0.0,0.0,3,0.1,Not Suitable
JOB_0,CANDIDATE_385,Java Developer,0.16666666666666666,0.0,0.0,7,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_386,Java Developer,0.15384615384615385,0.0,0.0,16,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_387,Java Developer,0.18181818181818182,0.0,0.0,5,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_388,Java Developer,0.09090909090909091,0.25,0.0,6,0.34090909090909094,Moderately Suitable
JOB_0,CANDIDATE_389,Java Developer,0.18181818181818182,0.0,0.0,1,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_390,Java Developer,0.07692307692307693,0.3333333333333333,0.0,12,0.41025641025641024,Moderately Suitable
JOB_0,CANDIDATE_391,Java Developer,0.08333333333333333,0.0,0.0,21,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_392,Java Developer,0.07142857142857142,0.0,0.0,4,0.07142857142857142,Not Suitable
JOB_0,CANDIDATE_393,Java Developer,0.08333333333333333,0.0,0.0,8,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_394,Java Developer,0.18181818181818182,0.0,0.0,2,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_395,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_396,Java Developer,0.13333333333333333,0.2,0.0,7,0.33333333333333337,Moderately Suitable
JOB_0,CANDIDATE_397,Java Developer,0.07692307692307693,0.0,0.0,9,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_398,Java Developer,0.1,0.0,0.0,3,0.1,Not Suitable
JOB_0,CANDIDATE_399,Java Developer,0.16666666666666666,0.0,0.0,7,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_400,Java Developer,0.15384615384615385,0.0,0.0,16,0.15384615384615385,Moderately Suitable
JOB_0,CANDIDATE_401,Java Developer,0.18181818181818182,0.0,0.0,5,0.18181818181818182,Moderately Suitable
JOB_0,CANDIDATE_402,Java Developer,0.09090909090909091,0.25,0.0,6,0.34090909090909094,Moderately Suitable
JOB_0,CANDIDATE_405,Business Analyst,0.15384615384615385,0.125,0.0,25,0.27884615384615385,Moderately Suitable
JOB_0,CANDIDATE_407,Business Analyst,0.07692307692307693,0.0,0.0,15,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_409,Business Analyst,0.15384615384615385,0.125,0.0,25,0.27884615384615385,Moderately Suitable
JOB_0,CANDIDATE_411,Business Analyst,0.07692307692307693,0.0,0.0,15,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_413,Business Analyst,0.15384615384615385,0.125,0.0,25,0.27884615384615385,Moderately Suitable
JOB_0,CANDIDATE_415,Business Analyst,0.07692307692307693,0.0,0.0,15,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_419,Business Analyst,0.15384615384615385,0.125,0.0,25,0.27884615384615385,Moderately Suitable
JOB_0,CANDIDATE_421,Business Analyst,0.07692307692307693,0.0,0.0,15,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_423,Business Analyst,0.15384615384615385,0.125,0.0,25,0.27884615384615385,Moderately Suitable
JOB_0,CANDIDATE_425,Business Analyst,0.07692307692307693,0.0,0.0,15,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_427,Business Analyst,0.15384615384615385,0.125,0.0,25,0.27884615384615385,Moderately Suitable
JOB_0,CANDIDATE_429,Business Analyst,0.07692307692307693,0.0,0.0,15,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_431,SAP Developer,0.16666666666666666,0.0,0.0,26,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_437,SAP Developer,0.16666666666666666,0.0,0.0,26,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_443,SAP Developer,0.16666666666666666,0.0,0.0,26,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_449,SAP Developer,0.16666666666666666,0.0,0.0,26,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_456,Automation Testing,0.07692307692307693,0.0,0.0,33,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_457,Automation Testing,0.25,0.0,0.0,25,0.25,Moderately Suitable
JOB_0,CANDIDATE_458,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_461,Automation Testing,0.08333333333333333,0.0,0.0,3,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_462,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_464,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_466,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_469,Automation Testing,0.07692307692307693,0.0,0.0,33,0.07692307692307693,Not Suitable
JOB_0,CANDIDATE_470,Automation Testing,0.25,0.0,0.0,25,0.25,Moderately Suitable
JOB_0,CANDIDATE_471,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_474,Automation Testing,0.08333333333333333,0.0,0.0,3,0.08333333333333333,Not Suitable
JOB_0,CANDIDATE_475,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_477,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_479,Automation Testing,0.17647058823529413,0.09090909090909091,0.0,35,0.26737967914438504,Moderately Suitable
JOB_0,CANDIDATE_551,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_552,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_553,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_554,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_555,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_556,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_557,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_558,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_559,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_560,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_561,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_562,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_563,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_564,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_565,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_566,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_567,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_568,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_569,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_570,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_571,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_572,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_573,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_574,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_575,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_576,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_577,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_578,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_579,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_580,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_581,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_582,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_583,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_584,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_585,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_586,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_587,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
JOB_0,CANDIDATE_588,Python Developer,0.09090909090909091,0.0,0.0,1,0.09090909090909091,Not Suitable
JOB_0,CANDIDATE_589,Python Developer,0.16666666666666666,0.0,0.0,2,0.16666666666666666,Moderately Suitable
JOB_0,CANDIDATE_590,Python Developer,0.06666666666666667,0.1,0.0,13,0.16666666666666669,Moderately Suitable
JOB_0,CANDIDATE_591,Python Developer,0.2,0.25,0.0,14,0.45,Moderately Suitable
JOB_0,CANDIDATE_592,Python Developer,0.13333333333333333,0.0,0.06666666666666667,9,0.7333333333333333,Most Suitable
JOB_0,CANDIDATE_593,Python Developer,0.1111111111111111,0.25,0.0,22,0.3611111111111111,Moderately Suitable
